To,Body
Merit Solutions Ltd. (Dublin),
5 Goatstown Cross,
Dublin 14.
------------------------------------------
Printed using 100% recycled electrons.

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
ilug@linux.ie,"John P. Looney wrote:
>  OK, I guess that sysctl.conf is the best way of setting 
> 
>     /proc/sys/fs/file-max
> 
>  to a nice big number. Can you make a change to /etc/sysctl.conf, and then
> have it take effect, without a reboot (to test it, really) ?
> 
> John
> 
> 

Have a look at the manual page for the sysctl command?

Cheers,
Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
ilug@linux.ie,"Hi,

Matthew French:
> Declan Houlihan mentioned:
> > We're actually investigating switching from Sparc/Solaris to
> > Intel/Linux.
Boo hisss *duck* :)

> Well, why not try Linux on Sparc. <snip>
>
> And you get a working version of your favourite KDE/Gnome desktop instead of
> DTE, uhm, I mean CDE.
um.. http://wwws.sun.com/software/star/gnome/ integrated into solaris.

Of course then there's http://wwws.sun.com/software/solaris/freeware/ for 
solaris 9 which gives you afterstep and windowmaker among other stuff. My 
personal favourite at the moment is enlightenment which also has Solaris 
packages available for download.

> > Basically the whole installation procedure is
> > ""boot net - install""
> Talking of which, you can install Sparc Linux using this technique as well.
> The image takes a while to load, but once this is done you can install in
> the normal fashion.
Out of curiosity, does `normal fashion` mean that you still have to do the 
interactive customisations or is it like Solaris jumpstart where you can 
specify everything on the install server, do `boot net - install` go home, and 
come in to a fully installed and patched desktop the next morning?

> There are minor problems: like the serial console drivers, but for workstation 
> installs I suspect it will work fine.
I don't see why this should be a _major problem. The prom (ie the ""ok"" prompt) 
is almost at the hardware level and hence dosent depend on the os so you 
should be able to connect to that easily enough. Once the machine is installed 
cant you just log in over the network? The network is the computer after all 
(sorry couldn't resist!)

valen@tuatha.org said:
> side, Sun's terminal handling leaves a lot to be desired - it won't
> work properly on a Wyse 120+ for instance, no matter what emulation
> mode the Wyse is trying to do.
hmm... I'm not familiar with wyse stuff, but I only need to use the console 
when something breaks, then anything capable of something basic like vt100 at 
9600 8n1 seems to work  . Not sure why you'd need to worry about this much 
really, just set up jumpstart to install automatically then you don't need to 
look at the console at all.

Cheers,
~Al

-- 
Expressed in this posting are my opinions.  They are in no way related
to opinions held by my employer, Sun Microsystems.
Statements on Sun products included here are not gospel and may
be fiction rather than truth.



-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
ilug@linux.ie,"On Wednesday 31 July 2002 12:02, Satelle, StevenX wrote:
> Its nothing to do with irish. It was the way it was tought. In primary I
> was made to stand up in front of the class and name all the items on a
> projector screen. My teacher knew that I didnt even know what hello was in
> irish (still dont) They tried to force me and as a result I managed to get
> 1% in the intercert and didnt even turn up for the leaving exam. I dislike
> being forced to learn something and mostly refuse to do it. I put effort
> into making sure I didnt learn Irish. My point was I knew more German after
> 6 months than 13 years of Irish. The way it is tought is wrong and people
> should have a choice about doing it.

Irish is taught badly in schools. But then again so is French. I did 3 years
of French in primary school and 6 in secondary school. So, that's 9 years of
French. Which, I guess, should be long enough to be fluent in most languages.
As it turns out, my French is crap. My Irish is much better. 

The problem seems to be the braindead attempt to make people learn languages
they can't speak through reading and writing. And then tacking on speech as
an afterthought. Whereas doing it the other way round would be a lot more
useful...

I hear this complaint a lot, but I never hear people complaining about being
""forced"" to learn to read and write, or to do maths. Maybe people don't mind
as much if it is perceived as a useful skill (which Irish is not usually
perceived as).

Anyway, tir gan teanga tir gan anam :)

Nick

-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
Eirikur Hallgrimsson <eh@mad.scientist.com>,"Eirikur said:
> This incident is an interesting microcosm of how society and law develop.
> The women of this town are attempting to regulate competition.  The social 
> standards mechanisms (I expect that shame has already been tried) have 
> failed, so legal is next. 

The point could also be to hassle the sunbather for reasons not given in
the story.  The sunbather has probably pissed off the complainers in other
ways, too.

Law and society are wholeheartedly trivial.  Big fuzzy concepts like
""sluts vs. moms"" are convenient vehicles for petty disputes as often as
not.

- Lucas



"
Chris Haun <chris@noskillz.com>,"On Mon, 9 Sep 2002, Chris Haun wrote:

> ok i read back, thats not a typo, you mean three thousand lovers.
> where do you get your data? It seems very unlikely, but if you have 
> supporting evidence i'd like to see it.

I haven't seen any official data on the web (the high-ranking hits are 
overrun by religious bigots), but there's some anecdotal evidence to be 
found in

	http://sunsite.berkeley.edu:2020/dynaweb/teiproj/oh/science/aidsnur2/@Generic__BookTextView/5406

(search for promiscuity). They mention 300 to 500 partners a year. 
(Anecdotally. This is not a statistic). They also mention that this was 
specific to gay males. Lesbians don't dig promiscuity in that degree.


"
Irish LUG <ilug@linux.ie>,"On Wed, Jul 31, 2002 at 12:02:01PM +0100, Satelle, StevenX mentioned:
> I dislike being forced to learn something and mostly refuse to do it. 

 Did you burn yourself often, as a child ?

John


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
mothlight@fastmail.fm,"                    *  WORD A DAY  *
------------------------------------------------------------
Do you enjoy this publication? Then give your friends a FREE 
GIFT SUBSCRIPTION. Just click below and ""Shag-a-Friend""! 
    http://www.sendoutmail.com/shag_friend2.asp?l=word 
<a href=""http://www.sendoutmail.com/shag_friend2.asp?l=word""> 
Give a Gift Subscription!</a>
------------------------------------------------------------

Fellow Logophiles,

Hello and good morning! My name is Shannon and I am your new 
daily provider of words. Did you know that the word ""set"" has 
the most definitions in the English language? The Oxford 
English Dictionary lists 464 definitions of this word. I love 
